exp_log_id,documentid,querysessionstatus,rank,time_stamp,type,participant_participant_id,query_id,querysession_session_id,username,task_id
548,,0,0,2017-03-17 09:32:49.671,QUERY_SUBMISSION,101,128,104,andrea,TRVL-BT
549,clueweb12-0000wb-90-08117,0,0,2017-03-17 09:33:09.742,OPEN_DOCUMENT,101,128,104,andrea,TRVL-BT
550,clueweb12-0000wb-90-08117,0,0,2017-03-17 09:33:27.827,CLOSE_DOCUMENT,101,128,104,andrea,TRVL-BT
552,clueweb12-0110wb-46-09629,0,2,2017-03-17 09:33:33.223,OPEN_DOCUMENT,101,128,104,andrea,TRVL-BT
553,clueweb12-0110wb-46-09629,0,2,2017-03-17 09:33:52.844,CLOSE_DOCUMENT,101,128,104,andrea,TRVL-BT
555,clueweb12-0102wb-89-22382,0,4,2017-03-17 09:33:59.939,OPEN_DOCUMENT,101,128,104,andrea,TRVL-BT
556,clueweb12-0102wb-89-22382,0,4,2017-03-17 09:34:05.985,CLOSE_DOCUMENT,101,128,104,andrea,TRVL-BT
558,clueweb12-0004wb-74-09431,0,8,2017-03-17 09:34:15.01,OPEN_DOCUMENT,101,128,104,andrea,TRVL-BT
559,clueweb12-0004wb-74-09431,0,8,2017-03-17 09:34:20.977,CLOSE_DOCUMENT,101,128,104,andrea,TRVL-BT
561,,0,0,2017-03-17 09:37:35.084,QUERY_SUBMISSION,101,129,104,andrea,TRVL-BT
562,clueweb12-0110wb-56-22835,0,0,2017-03-17 09:37:42.085,OPEN_DOCUMENT,101,129,104,andrea,TRVL-BT
563,clueweb12-0110wb-56-22835,0,0,2017-03-17 09:37:50.3,CLOSE_DOCUMENT,101,129,104,andrea,TRVL-BT
565,clueweb12-0205wb-43-23241,0,1,2017-03-17 09:37:53.03,OPEN_DOCUMENT,101,129,104,andrea,TRVL-BT
566,clueweb12-0205wb-43-23241,0,1,2017-03-17 09:38:02.158,CLOSE_DOCUMENT,101,129,104,andrea,TRVL-BT
568,clueweb12-0108wb-36-23721,0,2,2017-03-17 09:38:05.056,OPEN_DOCUMENT,101,129,104,andrea,TRVL-BT
569,clueweb12-0108wb-36-23721,0,2,2017-03-17 09:38:41.451,CLOSE_DOCUMENT,101,129,104,andrea,TRVL-BT
571,clueweb12-0003wb-79-30983,0,3,2017-03-17 09:38:48.187,OPEN_DOCUMENT,101,129,104,andrea,TRVL-BT
572,clueweb12-0003wb-79-30983,0,3,2017-03-17 09:38:53.122,CLOSE_DOCUMENT,101,129,104,andrea,TRVL-BT
574,clueweb12-0107wb-78-10191,0,8,2017-03-17 09:39:03.587,OPEN_DOCUMENT,101,129,104,andrea,TRVL-BT
575,clueweb12-0107wb-78-10191,0,8,2017-03-17 09:39:12.956,CLOSE_DOCUMENT,101,129,104,andrea,TRVL-BT
577,clueweb12-0107wb-84-31657,0,9,2017-03-17 09:39:18.823,OPEN_DOCUMENT,101,129,104,andrea,TRVL-BT
578,clueweb12-0107wb-84-31657,0,,2017-03-17 09:39:46.687,BOOKMARK,101,129,104,andrea,TRVL-BT
579,clueweb12-0107wb-84-31657,0,9,2017-03-17 09:39:47.621,CLOSE_DOCUMENT,101,129,104,andrea,TRVL-BT
582,clueweb12-0107wb-70-03326,0,11,2017-03-17 09:39:59.296,OPEN_DOCUMENT,101,129,104,andrea,TRVL-BT
583,clueweb12-0107wb-70-03326,0,11,2017-03-17 09:40:05.395,CLOSE_DOCUMENT,101,129,104,andrea,TRVL-BT
585,clueweb12-0003wb-90-33671,0,10,2017-03-17 09:40:14.106,OPEN_DOCUMENT,101,129,104,andrea,TRVL-BT
586,clueweb12-0003wb-90-33671,0,10,2017-03-17 09:43:39.696,CLOSE_DOCUMENT,101,129,104,andrea,TRVL-BT
589,clueweb12-0108wb-00-00265,0,21,2017-03-17 09:43:56.744,OPEN_DOCUMENT,101,129,104,andrea,TRVL-BT
590,clueweb12-0108wb-00-00265,0,21,2017-03-17 09:44:04.686,CLOSE_DOCUMENT,101,129,104,andrea,TRVL-BT
591,,0,20,2017-03-17 09:44:05.036,QUERY_SUBMISSION,101,129,104,andrea,TRVL-BT
592,,0,0,2017-03-17 09:44:13.192,QUERY_SUBMISSION,101,129,104,andrea,TRVL-BT
593,,1,,2017-03-17 10:07:05.277,SUSPEND_QUERYSESSION,101,,104,andrea,TRVL-BT
594,,1,,2017-03-17 10:07:09.469,RESUME_QUERYSESSION,101,,104,andrea,TRVL-BT
595,,1,,2017-03-17 10:29:42.115,SUSPEND_QUERYSESSION,101,,104,andrea,TRVL-BT
596,,1,,2017-03-17 10:29:45.157,RESUME_QUERYSESSION,101,,104,andrea,TRVL-BT
601,,1,,2017-03-17 11:27:55.56,SUSPEND_QUERYSESSION,101,,104,andrea,TRVL-BT
602,,1,,2017-03-17 11:27:58.056,RESUME_QUERYSESSION,101,,104,andrea,TRVL-BT
603,,1,,2017-03-19 09:42:25.742,RESUME_QUERYSESSION,101,,104,andrea,TRVL-BT
604,,1,,2017-03-19 09:43:06.104,SUSPEND_QUERYSESSION,101,,104,andrea,TRVL-BT
605,,1,,2017-03-19 09:43:08.253,RESUME_QUERYSESSION,101,,104,andrea,TRVL-BT
606,,1,,2017-03-19 11:30:02.515,SUSPEND_QUERYSESSION,101,,104,andrea,TRVL-BT
607,,1,,2017-03-19 11:30:04.769,RESUME_QUERYSESSION,101,,104,andrea,TRVL-BT
608,,3,,2017-03-19 12:11:02.086,SUSPEND_QUERYSESSION,101,,104,andrea,TRVL-BT
609,,3,,2017-03-19 12:11:10.918,SUSPEND_QUERYSESSION,101,,104,andrea,TRVL-BT
616,,0,0,2017-03-20 09:33:08.63,QUERY_SUBMISSION,59,134,107,user_07,BKS-Y
617,clueweb12-0104wb-62-17812,0,0,2017-03-20 09:33:24.506,OPEN_DOCUMENT,59,134,107,user_07,BKS-Y
618,clueweb12-0012wb-50-31681,0,4,2017-03-20 09:33:38.343,OPEN_DOCUMENT,59,134,107,user_07,BKS-Y
619,clueweb12-0100wb-99-29999,0,6,2017-03-20 09:36:33.942,OPEN_DOCUMENT,59,134,107,user_07,BKS-Y
620,clueweb12-0110wb-97-33007,0,2,2017-03-20 09:38:03.986,OPEN_DOCUMENT,59,134,107,user_07,BKS-Y
621,clueweb12-0003wb-19-06552,0,5,2017-03-20 09:38:46.761,OPEN_DOCUMENT,59,134,107,user_07,BKS-Y
622,clueweb12-0211wb-35-03990,0,3,2017-03-20 09:40:07.898,OPEN_DOCUMENT,59,134,107,user_07,BKS-Y
623,clueweb12-0211wb-74-05929,0,1,2017-03-20 09:40:19.977,OPEN_DOCUMENT,59,134,107,user_07,BKS-Y
624,clueweb12-0207wb-77-29487,0,7,2017-03-20 09:42:05.403,OPEN_DOCUMENT,59,134,107,user_07,BKS-Y
625,clueweb12-0211wb-42-20824,0,8,2017-03-20 09:42:37.39,OPEN_DOCUMENT,59,134,107,user_07,BKS-Y
626,clueweb12-0104wb-59-01428,0,9,2017-03-20 09:42:38.964,OPEN_DOCUMENT,59,134,107,user_07,BKS-Y
627,,0,0,2017-03-20 09:44:13.782,QUERY_SUBMISSION,59,135,107,user_07,BKS-Y
628,clueweb12-0000wb-37-32880,0,0,2017-03-20 09:44:23.348,OPEN_DOCUMENT,59,135,107,user_07,BKS-Y
629,clueweb12-0203wb-31-01456,0,1,2017-03-20 09:44:25.006,OPEN_DOCUMENT,59,135,107,user_07,BKS-Y
630,clueweb12-0007wb-81-24408,0,6,2017-03-20 09:46:31.555,OPEN_DOCUMENT,59,135,107,user_07,BKS-Y
631,clueweb12-0107wb-69-16701,0,7,2017-03-20 09:46:32.686,OPEN_DOCUMENT,59,135,107,user_07,BKS-Y
632,clueweb12-0009wb-68-08169,0,8,2017-03-20 09:46:34.246,OPEN_DOCUMENT,59,135,107,user_07,BKS-Y
633,clueweb12-0010wb-37-23062,0,9,2017-03-20 09:46:36.447,OPEN_DOCUMENT,59,135,107,user_07,BKS-Y
634,clueweb12-0005wb-65-26662,0,5,2017-03-20 09:47:44.182,OPEN_DOCUMENT,59,135,107,user_07,BKS-Y
635,clueweb12-0005wb-65-26662,0,5,2017-03-20 09:47:54.583,OPEN_DOCUMENT,59,135,107,user_07,BKS-Y
636,clueweb12-0005wb-65-26662,0,5,2017-03-20 09:48:04.936,OPEN_DOCUMENT,59,135,107,user_07,BKS-Y
637,,0,0,2017-03-20 09:48:20.804,QUERY_SUBMISSION,59,136,107,user_07,BKS-Y
638,clueweb12-0009wb-58-30520,0,0,2017-03-20 09:48:27.687,OPEN_DOCUMENT,59,136,107,user_07,BKS-Y
639,clueweb12-0209wb-73-04952,0,1,2017-03-20 09:48:29.832,OPEN_DOCUMENT,59,136,107,user_07,BKS-Y
640,clueweb12-0205wb-89-03469,0,2,2017-03-20 09:48:31.641,OPEN_DOCUMENT,59,136,107,user_07,BKS-Y
641,clueweb12-0009wb-95-30557,0,3,2017-03-20 09:49:59.123,OPEN_DOCUMENT,59,136,107,user_07,BKS-Y
834,,1,,2017-03-21 23:46:53.911,RESUME_QUERYSESSION,59,,107,user_07,BKS-Y
642,clueweb12-0103wb-93-16719,0,4,2017-03-20 09:50:00.814,OPEN_DOCUMENT,59,136,107,user_07,BKS-Y
643,clueweb12-0011wb-14-02737,0,5,2017-03-20 09:50:02.716,OPEN_DOCUMENT,59,136,107,user_07,BKS-Y
644,clueweb12-0011wb-23-13666,0,6,2017-03-20 09:53:14.298,OPEN_DOCUMENT,59,136,107,user_07,BKS-Y
645,clueweb12-0009wb-77-33466,0,7,2017-03-20 09:53:15.363,OPEN_DOCUMENT,59,136,107,user_07,BKS-Y
646,clueweb12-0206wb-18-30862,0,8,2017-03-20 09:53:16.325,OPEN_DOCUMENT,59,136,107,user_07,BKS-Y
647,clueweb12-0009wb-16-18001,0,9,2017-03-20 09:53:17.87,OPEN_DOCUMENT,59,136,107,user_07,BKS-Y
648,,0,0,2017-03-20 09:54:48.963,QUERY_SUBMISSION,59,137,107,user_07,BKS-Y
649,clueweb12-0209wb-37-33440,0,0,2017-03-20 09:55:31.982,OPEN_DOCUMENT,59,137,107,user_07,BKS-Y
650,clueweb12-0210wb-08-28543,0,1,2017-03-20 09:55:59.81,OPEN_DOCUMENT,59,137,107,user_07,BKS-Y
651,clueweb12-0210wb-55-11972,0,2,2017-03-20 09:56:01.17,OPEN_DOCUMENT,59,137,107,user_07,BKS-Y
652,clueweb12-0100tw-43-12079,0,3,2017-03-20 09:56:59.434,OPEN_DOCUMENT,59,137,107,user_07,BKS-Y
653,clueweb12-0209wb-45-35602,0,4,2017-03-20 09:57:29.742,OPEN_DOCUMENT,59,137,107,user_07,BKS-Y
654,clueweb12-0209wb-31-12579,0,5,2017-03-20 09:57:31.235,OPEN_DOCUMENT,59,137,107,user_07,BKS-Y
655,clueweb12-0210wb-88-12097,0,7,2017-03-20 09:58:41.053,OPEN_DOCUMENT,59,137,107,user_07,BKS-Y
656,clueweb12-0212wb-17-09889,0,8,2017-03-20 09:58:43.572,OPEN_DOCUMENT,59,137,107,user_07,BKS-Y
657,clueweb12-0211wb-69-19189,0,9,2017-03-20 09:58:45.7,OPEN_DOCUMENT,59,137,107,user_07,BKS-Y
658,clueweb12-0208wb-29-06482,0,6,2017-03-20 09:58:57.489,OPEN_DOCUMENT,59,137,107,user_07,BKS-Y
659,,0,0,2017-03-20 10:01:57.196,QUERY_SUBMISSION,59,138,107,user_07,BKS-Y
660,clueweb12-0202wb-79-23536,0,0,2017-03-20 10:02:00.6,OPEN_DOCUMENT,59,138,107,user_07,BKS-Y
661,clueweb12-0202wb-87-33266,0,1,2017-03-20 10:02:01.998,OPEN_DOCUMENT,59,138,107,user_07,BKS-Y
662,clueweb12-0105wb-89-20849,0,2,2017-03-20 10:02:03.284,OPEN_DOCUMENT,59,138,107,user_07,BKS-Y
663,clueweb12-0002wb-09-07212,0,3,2017-03-20 10:02:59.235,OPEN_DOCUMENT,59,138,107,user_07,BKS-Y
664,clueweb12-0203wb-52-30033,0,4,2017-03-20 10:03:00.69,OPEN_DOCUMENT,59,138,107,user_07,BKS-Y
665,clueweb12-0201wb-62-08431,0,5,2017-03-20 10:03:02.414,OPEN_DOCUMENT,59,138,107,user_07,BKS-Y
666,clueweb12-0101wb-29-13169,0,6,2017-03-20 10:04:14.442,OPEN_DOCUMENT,59,138,107,user_07,BKS-Y
667,clueweb12-0200tw-82-17054,0,7,2017-03-20 10:04:15.793,OPEN_DOCUMENT,59,138,107,user_07,BKS-Y
668,clueweb12-0002wb-24-18091,0,9,2017-03-20 10:04:18.679,OPEN_DOCUMENT,59,138,107,user_07,BKS-Y
669,,0,0,2017-03-20 10:05:52.803,QUERY_SUBMISSION,59,139,107,user_07,BKS-Y
670,clueweb12-0207wb-82-07426,0,0,2017-03-20 10:06:17.732,OPEN_DOCUMENT,59,139,107,user_07,BKS-Y
671,clueweb12-0007wb-65-03448,0,1,2017-03-20 10:06:19.078,OPEN_DOCUMENT,59,139,107,user_07,BKS-Y
672,clueweb12-0202wb-25-26324,0,2,2017-03-20 10:06:20.334,OPEN_DOCUMENT,59,139,107,user_07,BKS-Y
673,clueweb12-0200tw-18-18908,0,3,2017-03-20 10:08:25.552,OPEN_DOCUMENT,59,139,107,user_07,BKS-Y
674,clueweb12-0211wb-51-20722,0,4,2017-03-20 10:08:26.978,OPEN_DOCUMENT,59,139,107,user_07,BKS-Y
675,clueweb12-0010wb-50-22940,0,5,2017-03-20 10:08:29.28,OPEN_DOCUMENT,59,139,107,user_07,BKS-Y
676,clueweb12-0200tw-18-18908,0,3,2017-03-20 10:09:17.726,OPEN_DOCUMENT,59,139,107,user_07,BKS-Y
677,clueweb12-0200tw-18-18908,0,3,2017-03-20 10:09:25.246,OPEN_DOCUMENT,59,139,107,user_07,BKS-Y
678,clueweb12-0005wb-91-30295,0,6,2017-03-20 10:09:36.1,OPEN_DOCUMENT,59,139,107,user_07,BKS-Y
679,clueweb12-0211wb-69-26681,0,7,2017-03-20 10:09:37.886,OPEN_DOCUMENT,59,139,107,user_07,BKS-Y
680,clueweb12-0104wb-59-04525,0,8,2017-03-20 10:09:41.134,OPEN_DOCUMENT,59,139,107,user_07,BKS-Y
681,clueweb12-0205wb-35-09631,0,9,2017-03-20 10:09:43.226,OPEN_DOCUMENT,59,139,107,user_07,BKS-Y
682,,0,0,2017-03-20 10:11:21.127,QUERY_SUBMISSION,59,140,107,user_07,BKS-Y
683,clueweb12-0105wb-30-25697,0,1,2017-03-20 10:11:29.084,OPEN_DOCUMENT,59,140,107,user_07,BKS-Y
684,clueweb12-0005wb-89-11848,0,2,2017-03-20 10:11:29.614,OPEN_DOCUMENT,59,140,107,user_07,BKS-Y
685,clueweb12-0207wb-54-12396,0,3,2017-03-20 10:11:30.378,OPEN_DOCUMENT,59,140,107,user_07,BKS-Y
686,clueweb12-0004wb-93-02309,0,5,2017-03-20 10:12:44.663,OPEN_DOCUMENT,59,140,107,user_07,BKS-Y
687,clueweb12-0005wb-06-09090,0,6,2017-03-20 10:12:45.677,OPEN_DOCUMENT,59,140,107,user_07,BKS-Y
688,clueweb12-0005wb-67-11874,0,7,2017-03-20 10:12:48.768,OPEN_DOCUMENT,59,140,107,user_07,BKS-Y
689,clueweb12-0204wb-16-12786,0,4,2017-03-20 10:13:05.94,OPEN_DOCUMENT,59,140,107,user_07,BKS-Y
690,clueweb12-0105wb-43-12854,0,9,2017-03-20 10:14:13.208,OPEN_DOCUMENT,59,140,107,user_07,BKS-Y
691,clueweb12-0006wb-03-00798,0,8,2017-03-20 10:14:42.411,OPEN_DOCUMENT,59,140,107,user_07,BKS-Y
692,,0,0,2017-03-20 10:15:17.687,QUERY_SUBMISSION,59,141,107,user_07,BKS-Y
693,clueweb12-0001wb-64-00588,0,0,2017-03-20 10:15:20.615,OPEN_DOCUMENT,59,141,107,user_07,BKS-Y
694,clueweb12-0201wb-85-34321,0,1,2017-03-20 10:15:21.838,OPEN_DOCUMENT,59,141,107,user_07,BKS-Y
695,clueweb12-0009wb-13-00713,0,2,2017-03-20 10:15:23.209,OPEN_DOCUMENT,59,141,107,user_07,BKS-Y
696,clueweb12-0210wb-94-00349,0,4,2017-03-20 10:16:40.915,OPEN_DOCUMENT,59,141,107,user_07,BKS-Y
697,clueweb12-0210wb-87-27490,0,5,2017-03-20 10:16:42.265,OPEN_DOCUMENT,59,141,107,user_07,BKS-Y
698,clueweb12-0105wb-30-25697,0,3,2017-03-20 10:17:00.891,OPEN_DOCUMENT,59,141,107,user_07,BKS-Y
699,clueweb12-0006wb-47-24436,0,6,2017-03-20 10:17:24.562,OPEN_DOCUMENT,59,141,107,user_07,BKS-Y
700,clueweb12-0207wb-54-12396,0,8,2017-03-20 10:17:26.305,OPEN_DOCUMENT,59,141,107,user_07,BKS-Y
701,clueweb12-0200tw-30-14033,0,9,2017-03-20 10:17:29.256,OPEN_DOCUMENT,59,141,107,user_07,BKS-Y
702,clueweb12-0201wb-85-34321,0,1,2017-03-20 10:18:16.181,OPEN_DOCUMENT,59,141,107,user_07,BKS-Y
703,,0,0,2017-03-20 10:19:09.815,QUERY_SUBMISSION,59,142,107,user_07,BKS-Y
704,clueweb12-0111wb-28-19971,0,0,2017-03-20 10:19:12.742,OPEN_DOCUMENT,59,142,107,user_07,BKS-Y
705,clueweb12-0104wb-86-27034,0,1,2017-03-20 10:19:14.037,OPEN_DOCUMENT,59,142,107,user_07,BKS-Y
706,clueweb12-0211wb-66-12614,0,2,2017-03-20 10:19:15.057,OPEN_DOCUMENT,59,142,107,user_07,BKS-Y
707,clueweb12-0004wb-81-36407,0,5,2017-03-20 10:20:35.77,OPEN_DOCUMENT,59,142,107,user_07,BKS-Y
708,clueweb12-0105wb-20-05476,0,3,2017-03-20 10:20:52.498,OPEN_DOCUMENT,59,142,107,user_07,BKS-Y
709,clueweb12-0006wb-54-20138,0,6,2017-03-20 10:21:17.66,OPEN_DOCUMENT,59,142,107,user_07,BKS-Y
710,clueweb12-0010wb-32-15997,0,7,2017-03-20 10:21:18.974,OPEN_DOCUMENT,59,142,107,user_07,BKS-Y
711,clueweb12-0200wb-13-23560,0,8,2017-03-20 10:21:20.458,OPEN_DOCUMENT,59,142,107,user_07,BKS-Y
712,clueweb12-0110wb-82-05578,0,9,2017-03-20 10:21:22.088,OPEN_DOCUMENT,59,142,107,user_07,BKS-Y
713,,1,,2017-03-20 11:25:49.951,SUSPEND_QUERYSESSION,59,,107,user_07,BKS-Y
715,,1,,2017-03-20 11:41:22.04,RESUME_QUERYSESSION,59,,107,user_07,BKS-Y
717,,1,,2017-03-20 12:04:19.461,SUSPEND_QUERYSESSION,59,,107,user_07,BKS-Y
718,,1,,2017-03-20 12:04:21.763,RESUME_QUERYSESSION,59,,107,user_07,BKS-Y
719,,1,,2017-03-20 12:11:45.669,SUSPEND_QUERYSESSION,59,,107,user_07,BKS-Y
720,,1,,2017-03-20 12:11:47.339,RESUME_QUERYSESSION,59,,107,user_07,BKS-Y
721,,1,,2017-03-20 12:18:52.918,SUSPEND_QUERYSESSION,59,,107,user_07,BKS-Y
722,,1,,2017-03-20 12:18:55.894,RESUME_QUERYSESSION,59,,107,user_07,BKS-Y
723,,1,,2017-03-20 12:24:08.185,SUSPEND_QUERYSESSION,59,,107,user_07,BKS-Y
724,,1,,2017-03-20 13:01:19.652,RESUME_QUERYSESSION,59,,107,user_07,BKS-Y
725,,1,,2017-03-20 13:32:07.042,RESUME_QUERYSESSION,59,,107,user_07,BKS-Y
726,,1,,2017-03-20 13:36:48.493,SUSPEND_QUERYSESSION,59,,107,user_07,BKS-Y
727,,1,,2017-03-21 09:46:42.872,RESUME_QUERYSESSION,59,,107,user_07,BKS-Y
728,,1,,2017-03-21 10:04:29.372,SUSPEND_QUERYSESSION,59,,107,user_07,BKS-Y
729,,1,,2017-03-21 10:04:31.202,RESUME_QUERYSESSION,59,,107,user_07,BKS-Y
730,,1,,2017-03-21 11:44:07.087,SUSPEND_QUERYSESSION,59,,107,user_07,BKS-Y
731,,1,,2017-03-21 11:44:09.637,RESUME_QUERYSESSION,59,,107,user_07,BKS-Y
732,,1,,2017-03-21 12:00:37.427,SUSPEND_QUERYSESSION,59,,107,user_07,BKS-Y
733,,1,,2017-03-21 12:00:44.658,RESUME_QUERYSESSION,59,,107,user_07,BKS-Y
734,,1,,2017-03-21 12:01:05.657,SUSPEND_QUERYSESSION,59,,107,user_07,BKS-Y
735,,1,,2017-03-21 12:08:01.045,RESUME_QUERYSESSION,59,,107,user_07,BKS-Y
736,,1,,2017-03-21 12:14:50.13,SUSPEND_QUERYSESSION,59,,107,user_07,BKS-Y
739,,1,,2017-03-21 12:27:55.789,RESUME_QUERYSESSION,59,,107,user_07,BKS-Y
740,,1,,2017-03-21 12:41:14.488,SUSPEND_QUERYSESSION,59,,107,user_07,BKS-Y
741,,1,,2017-03-21 13:38:33.734,RESUME_QUERYSESSION,59,,107,user_07,BKS-Y
742,,1,,2017-03-21 13:44:34.878,SUSPEND_QUERYSESSION,59,,107,user_07,BKS-Y
743,,1,,2017-03-21 13:49:14.742,RESUME_QUERYSESSION,59,,107,user_07,BKS-Y
744,,1,,2017-03-21 13:49:41.902,RESUME_QUERYSESSION,59,,107,user_07,BKS-Y
746,,1,,2017-03-21 20:12:49.028,RESUME_QUERYSESSION,59,,107,user_07,BKS-Y
747,,1,,2017-03-21 21:09:33.264,RESUME_QUERYSESSION,59,,107,user_07,BKS-Y
751,,1,,2017-03-21 21:22:34.193,RESUME_QUERYSESSION,59,,107,user_07,BKS-Y
752,,1,,2017-03-21 22:25:49.668,SUSPEND_QUERYSESSION,59,,107,user_07,BKS-Y
753,,1,,2017-03-21 22:27:38.101,SUSPEND_QUERYSESSION,59,,107,user_07,BKS-Y
801,,1,,2017-03-21 23:01:07.281,RESUME_QUERYSESSION,59,,107,user_07,BKS-Y
802,,1,,2017-03-21 23:32:17.997,RESUME_QUERYSESSION,59,,107,user_07,BKS-Y
803,,1,,2017-03-21 23:32:24.478,SUSPEND_QUERYSESSION,59,,107,user_07,BKS-Y
808,,1,,2017-03-21 23:34:38.731,RESUME_QUERYSESSION,59,,107,user_07,BKS-Y
809,,1,,2017-03-21 23:34:53.612,SUSPEND_QUERYSESSION,59,,107,user_07,BKS-Y
815,,1,,2017-03-21 23:36:07.939,RESUME_QUERYSESSION,59,,107,user_07,BKS-Y
816,,1,,2017-03-21 23:37:03.241,SUSPEND_QUERYSESSION,59,,107,user_07,BKS-Y
835,,1,,2017-03-21 23:47:07.124,SUSPEND_QUERYSESSION,59,,107,user_07,BKS-Y
836,,1,,2017-03-21 23:47:12.583,RESUME_QUERYSESSION,59,,107,user_07,BKS-Y
837,,1,,2017-03-21 23:47:18.967,SUSPEND_QUERYSESSION,59,,107,user_07,BKS-Y
840,,1,,2017-03-21 23:49:09.653,RESUME_QUERYSESSION,59,,107,user_07,BKS-Y
841,,1,,2017-03-21 23:53:40.935,SUSPEND_QUERYSESSION,59,,107,user_07,BKS-Y
842,,1,,2017-03-22 11:42:09.45,RESUME_QUERYSESSION,59,,107,user_07,BKS-Y
843,,1,,2017-03-22 12:09:56.186,SUSPEND_QUERYSESSION,59,,107,user_07,BKS-Y
844,,1,,2017-03-22 21:29:15.249,RESUME_QUERYSESSION,59,,107,user_07,BKS-Y
845,,1,,2017-03-22 22:47:58.843,RESUME_QUERYSESSION,59,,107,user_07,BKS-Y
846,,1,,2017-03-23 13:34:01.707,RESUME_QUERYSESSION,59,,107,user_07,BKS-Y
847,,1,,2017-03-23 13:34:46.778,SUSPEND_QUERYSESSION,59,,107,user_07,BKS-Y
849,,1,,2017-03-23 20:15:51.317,SUSPEND_QUERYSESSION,59,,107,user_07,BKS-Y
850,,1,,2017-03-23 20:16:00.547,RESUME_QUERYSESSION,59,,107,user_07,BKS-Y
851,,1,,2017-03-23 20:16:26.675,SUSPEND_QUERYSESSION,59,,107,user_07,BKS-Y
852,,1,,2017-03-23 21:26:43.599,RESUME_QUERYSESSION,59,,107,user_07,BKS-Y
853,,1,,2017-03-23 21:34:37.199,RESUME_QUERYSESSION,59,,107,user_07,BKS-Y
854,,1,,2017-03-23 22:27:32.303,RESUME_QUERYSESSION,59,,107,user_07,BKS-Y
855,,1,,2017-03-23 22:29:18.488,SUSPEND_QUERYSESSION,59,,107,user_07,BKS-Y
856,,1,,2017-03-23 22:32:23.83,RESUME_QUERYSESSION,59,,107,user_07,BKS-Y
857,,1,,2017-03-23 22:32:43.161,SUSPEND_QUERYSESSION,59,,107,user_07,BKS-Y
858,,1,,2017-03-24 08:27:45.5,RESUME_QUERYSESSION,59,,107,user_07,BKS-Y
859,,1,,2017-03-24 08:28:49.062,SUSPEND_QUERYSESSION,59,,107,user_07,BKS-Y
860,,1,,2017-03-24 08:30:51.585,RESUME_QUERYSESSION,59,,107,user_07,BKS-Y
861,,1,,2017-03-24 08:30:59.982,SUSPEND_QUERYSESSION,59,,107,user_07,BKS-Y
862,,1,,2017-03-24 08:52:23.752,RESUME_QUERYSESSION,59,,107,user_07,BKS-Y
863,,1,,2017-03-24 08:52:55.216,SUSPEND_QUERYSESSION,59,,107,user_07,BKS-Y
864,,1,,2017-03-24 08:52:59.87,RESUME_QUERYSESSION,59,,107,user_07,BKS-Y
865,,1,,2017-03-24 08:53:15.424,SUSPEND_QUERYSESSION,59,,107,user_07,BKS-Y
866,,1,,2017-03-24 08:53:20.508,RESUME_QUERYSESSION,59,,107,user_07,BKS-Y
867,,1,,2017-03-24 08:53:43.774,SUSPEND_QUERYSESSION,59,,107,user_07,BKS-Y
868,,1,,2017-03-24 09:10:28.85,RESUME_QUERYSESSION,59,,107,user_07,BKS-Y
869,,1,,2017-03-24 12:35:02.309,RESUME_QUERYSESSION,59,,107,user_07,BKS-Y
870,,1,,2017-03-24 12:57:08.092,RESUME_QUERYSESSION,59,,107,user_07,BKS-Y
871,,1,,2017-03-24 13:10:25.317,SUSPEND_QUERYSESSION,59,,107,user_07,BKS-Y
872,,1,,2017-03-25 08:25:36.496,RESUME_QUERYSESSION,59,,107,user_07,BKS-Y
873,,1,,2017-03-25 08:25:59.431,SUSPEND_QUERYSESSION,59,,107,user_07,BKS-Y
874,,1,,2017-03-25 08:44:07.366,RESUME_QUERYSESSION,59,,107,user_07,BKS-Y
875,,1,,2017-03-25 08:50:57.59,SUSPEND_QUERYSESSION,59,,107,user_07,BKS-Y
876,,1,,2017-03-25 08:50:59.691,RESUME_QUERYSESSION,59,,107,user_07,BKS-Y
877,,1,,2017-03-25 08:52:04.504,SUSPEND_QUERYSESSION,59,,107,user_07,BKS-Y
878,,1,,2017-03-25 08:52:17.662,RESUME_QUERYSESSION,59,,107,user_07,BKS-Y
879,,1,,2017-03-25 08:59:50.887,SUSPEND_QUERYSESSION,59,,107,user_07,BKS-Y
880,,0,0,2017-03-25 09:13:09.953,QUERY_SUBMISSION,60,167,154,user_08,BKS-Y
881,clueweb12-0107wb-28-02867,0,0,2017-03-25 09:13:46.778,OPEN_DOCUMENT,60,167,154,user_08,BKS-Y
882,clueweb12-0107wb-28-02867,0,0,2017-03-25 09:14:27.396,OPEN_DOCUMENT,60,167,154,user_08,BKS-Y
883,clueweb12-0107wb-28-02867,0,0,2017-03-25 09:15:21.707,OPEN_DOCUMENT,60,167,154,user_08,BKS-Y
884,,0,,2017-03-25 09:22:05.513,RESUME_QUERYSESSION,60,,154,user_08,BKS-Y
886,,0,,2017-03-25 09:22:09.926,SUSPEND_QUERYSESSION,60,,154,user_08,BKS-Y
898,,1,,2017-03-27 10:54:31.773,RESUME_QUERYSESSION,59,,107,user_07,BKS-Y
899,,1,,2017-03-27 10:54:49.078,SUSPEND_QUERYSESSION,59,,107,user_07,BKS-Y
900,,1,,2017-03-27 11:17:55.259,RESUME_QUERYSESSION,59,,107,user_07,BKS-Y
